UNID,NoteID,ParentUNID,Created,Modified,LastUpdatedBy,Attachments,RequesterKey,Name,Rank,DODAAC,UIC,UnitName,Role,Phone,Email,CreatedDate,LookupKey
763BED6026769CF9CF4871B923A79B74,E36,,12/23/2022 10:21:32,12/23/2022 10:21:32,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,,WWDD01~w.quimbley,Walter Quimbley,1SG,WWDD01,WVF4GA,16th Military Police Brigade (Airborne),Supply Sergeant,(410) 555-1505,walter.quimbley.mil@example.mil,12/23/2022,WWDD01~W.QUIMBLEY
8C07CD963AADED9FB5BDA1476E48C552,E3A,,02/11/2023 11:14:48,02/11/2023 11:14:48,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,WAWUE2~a.iverstone,Angela Iverstone,SGT,WAWUE2,WB489A,11th Air Defense Artillery Brigade,Protocol Officer,(484) 555-1546,angela.iverstone.mil@example.mil,02/11/2023,WAWUE2~A.IVERSTONE
F72A9F569957598C78DFD59605366EB0,E3E,,03/31/2023 11:20:22,03/31/2023 11:20:22,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,WGDZ6P~r.northway,Ralph Northway,2LT,WGDZ6P,WHDZFA,35th Signal Brigade,Unit Commander,(856) 555-1472,ralph.northway.mil@example.mil,03/31/2023,WGDZ6P~R.NORTHWAY
7D86B3566F5E0F9B68AC6F141668F847,E42,,04/19/2021 07:48:12,04/19/2021 07:48:12,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,WC16QN~t.jarvinen,Tyler Jarvinen-Roe,SSG,WC16QN,W0WFNA,Military District of Washington,Unit Commander,(215) 555-1761,tyler.jarvinen.mil@example.mil,04/19/2021,WC16QN~T.JARVINEN
9C020631CCAAAF8D72357F3814EF79F0,E46,,10/17/2015 07:12:24,10/17/2015 07:12:24,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,WUQZVZ~e.tarquinio,Eugene Tarquinio,1LT,WUQZVZ,WEDH80,278th Armored Cavalry Regiment (Tennessee Army National Guard),S4,(540) 555-1326,eugene.tarquinio.mil@example.mil,10/17/2015,WUQZVZ~E.TARQUINIO
101A52BF4C3D0A6A6EE7C11109CC6DEE,E4A,,06/14/2013 07:33:36,06/14/2013 07:33:36,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,WB6MMZ~b.washington,Brandon Washington-Pryce,GS-11,WB6MMZ,W1PBUA,3rd Special Forces Group (Airborne),Other,(302) 555-1913,brandon.washington.mil@example.mil,06/14/2013,WB6MMZ~B.WASHINGTON
F995BE4DD0301DCBB6C247EAB65039A4,E4E,,01/23/2009 11:05:28,01/23/2009 11:05:28,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,WR3QJ7~b.vandermolen,Barbara Vandermolen,MSG,WR3QJ7,WMP99A,"2nd Infantry Brigade Combat Team, 11th Airborne Division",S4,(703) 555-1035,barbara.vandermolen.mil@example.mil,01/23/2009,WR3QJ7~B.VANDERMOLEN
BE6108F6FCBC3B02B0B89112DCE12829,E52,,11/12/2004 12:19:56,11/12/2004 12:19:56,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,WGHC22~h.lattimore,Howard Lattimore,SSG,WGHC22,WQB57A,"2nd Stryker Brigade Combat Team, 2nd Infantry Division",Unit Commander,(610) 555-1058,howard.lattimore.mil@example.mil,11/12/2004,WGHC22~H.LATTIMORE
D297CCBE472206E9A44DA6A5F42D6698,E56,,07/18/2015 08:14:32,07/18/2015 08:14:32,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,WLJR6V~s.fairweather,Sandra Fairweather,SFC,WLJR6V,WZFPDA,U.S. Army Communications-Electronics Command,Supply Sergeant,(410) 555-1626,sandra.fairweather.mil@example.mil,07/18/2015,WLJR6V~S.FAIRWEATHER
71D9E95D4630D8EBFD0C2841EAA943EE,E5A,,09/04/2006 07:44:43,09/04/2006 07:44:43,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,WW0RPQ~n.montgomerie,Norman Montgomerie,SSG,WW0RPQ,WKYUF0,42nd Infantry Division (New York Army National Guard),Executive Officer,(302) 555-1730,norman.montgomerie.mil@example.mil,09/04/2006,WW0RPQ~N.MONTGOMERIE
6EF90CC71BA45DA083F8CE0A39B731AA,E5E,,04/22/2018 08:12:33,04/22/2018 08:12:33,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,WWCT1F~k.fairweather,Karen Fairweather,1LT,WWCT1F,WN4QPA,8th Theater Sustainment Command,S4,(410) 555-1505,karen.fairweather.mil@example.mil,04/22/2018,WWCT1F~K.FAIRWEATHER
443C75150ABE73AD9F3EF7107DF53BEB,E62,,02/08/2013 14:03:21,02/08/2013 14:03:21,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,WN4V1D~m.ashcroft,Mary Ashcroft-Mayne,SFC,WN4V1D,WW92EA,34th Infantry Division (Minnesota Army National Guard),Other,(267) 555-1044,mary.ashcroft.mil@example.mil,02/08/2013,WN4V1D~M.ASHCROFT
7D168BA10565A36B83955125F751625A,E66,,05/05/2024 11:44:52,05/05/2024 11:44:52,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,,WS0W7Z~b.quinonez,Barbara Quinonez,CPT,WS0W7Z,W3SE1A,V Corps Headquarters and Headquarters Battalion,S4,(610) 555-1049,barbara.quinonez.mil@example.mil,05/05/2024,WS0W7Z~B.QUINONEZ
47EFF99C3F5F3A672C7B44606053F8B8,E6A,,10/07/2009 10:18:32,10/07/2009 10:18:32,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,WVLFGZ~n.dunmore,Nancy Dunmore-Vey,CPT,WVLFGZ,WEKP2A,Intelligence Center of Excellence,S4,(215) 555-1603,nancy.dunmore.mil@example.mil,10/07/2009,WVLFGZ~N.DUNMORE
6D61432CEEBA31D6EBF666111BAF29D5,E6E,,08/26/2023 13:12:55,08/26/2023 13:12:55,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,,WZSV83~d.rockwell,Darnell Rockwell-Sayre,MSG,WZSV83,WDSVTA,U.S. Army Cyber Command,S4,(302) 555-1478,darnell.rockwell.mil@example.mil,08/26/2023,WZSV83~D.ROCKWELL
5C1735AE2970B831BFACE4BBAEB6D258,E72,,06/10/2024 13:52:58,06/10/2024 13:52:58,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,,WD9RVP~j.lindquarry,Jennifer Lindquarry,SFC,WD9RVP,WR1LGA,U.S. Army Tank-automotive and Armaments Command,Executive Officer,(267) 555-1180,jennifer.lindquarry.mil@example.mil,06/10/2024,WD9RVP~J.LINDQUARRY
311D72C265478A61D39A89A63331C712,E76,,09/03/2023 11:30:43,09/03/2023 11:30:43,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,WK5WLH~s.northway,Susan Northway,GS-11,WK5WLH,W8Z4NA,U.S. Army Band 'Pershing's Own',S4,(410) 555-1139,susan.northway.mil@example.mil,09/03/2023,WK5WLH~S.NORTHWAY
70B0725535023DCEC02AFED1707B849E,E7A,,03/24/2018 16:43:18,03/24/2018 16:43:18,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,,WVUEL3~f.dunmore,Frances Dunmore-Vey,SGT,WVUEL3,WJEAVA,40th Infantry Division (California Army National Guard),S4,(856) 555-1574,frances.dunmore.mil@example.mil,03/24/2018,WVUEL3~F.DUNMORE
2E6E9F28DCBD4CC1CC1069D7FEF80E70,E7E,,06/03/2004 12:39:20,06/03/2004 12:39:20,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,W53EJL~t.quinonez,Timothy Quinonez,GS-11,W53EJL,WTDFEA,U.S. Army Sustainment Command,Protocol Officer,(410) 555-1809,timothy.quinonez.mil@example.mil,06/03/2004,W53EJL~T.QUINONEZ
53106854A87C00C5581AEE86F5F659BA,E82,,08/24/2015 11:18:45,08/24/2015 11:18:45,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,WW0RPQ~g.stroudmoor,Gary Stroudmoor,MAJ,WW0RPQ,WKYUF0,42nd Infantry Division (New York Army National Guard),Other,(410) 555-1286,gary.stroudmoor.mil@example.mil,08/24/2015,WW0RPQ~G.STROUDMOOR
B62429B4DEF6056ADB106AFC4385B65D,E86,,06/14/2005 16:50:03,06/14/2005 16:50:03,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,WX8FA6~c.ellingboe,Clarence Ellingboe,SGT,WX8FA6,WW8YBA,1st Special Forces Group (Airborne),Executive Officer,(302) 555-1731,clarence.ellingboe.mil@example.mil,06/14/2005,WX8FA6~C.ELLINGBOE
6335197D8DEE477473117156E9F2FBE6,E8A,,08/13/2009 14:10:42,08/13/2009 14:10:42,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,WB45WG~t.drakeford,Timothy Drakeford,1SG,WB45WG,WWJKBA,U.S. Army Cadet Command,Other,(484) 555-1034,timothy.drakeford.mil@example.mil,08/13/2009,WB45WG~T.DRAKEFORD
9BB39625BCD08648EA8FBC978D66B98B,E8E,,05/31/2016 10:30:50,05/31/2016 10:30:50,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,WZSRSX~j.izquierdo,Jessica Izquierdo,SSG,WZSRSX,WJG26A,"2nd Armored Brigade Combat Team, 1st Armored Division",Protocol Officer,(484) 555-1124,jessica.izquierdo.mil@example.mil,05/31/2016,WZSRSX~J.IZQUIERDO
ECAF738A1A65CB8EB897723406AFB01A,E92,,06/15/2013 13:16:12,06/15/2013 13:16:12,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,WTXVTW~r.cartlewood,Rafael Cartlewood,1SG,WTXVTW,W04SMA,2nd Cavalry Regiment,Unit Commander,(267) 555-1725,rafael.cartlewood.mil@example.mil,06/15/2013,WTXVTW~R.CARTLEWOOD
B5768084B3EB9698AE5C18D0986224CA,E96,,01/20/2013 11:45:43,01/20/2013 11:45:43,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,WZMAN8~v.vanterpool,Virginia Vanterpool,1LT,WZMAN8,WDM3SA,116th Infantry Brigade Combat Team (Virginia Army National Guard),Other,(717) 555-1305,virginia.vanterpool.mil@example.mil,01/20/2013,WZMAN8~V.VANTERPOOL
7318624038D7650668B711E70A2C3C49,E9A,,12/10/2012 09:32:15,12/10/2012 09:32:15,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,WG43NM~j.quarterman,Jamal Quarterman,MSG,WG43NM,W5XU10,20th Engineer Brigade (Combat) (Airborne),Executive Officer,(856) 555-1692,jamal.quarterman.mil@example.mil,12/10/2012,WG43NM~J.QUARTERMAN
C748F272454C4D86405E329E120582D9,E9E,,02/02/2009 16:04:44,02/02/2009 16:04:44,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,,W5TEG5~h.mackelvane,Hector Mackelvane,1SG,W5TEG5,WJDE4A,"2nd Armored Brigade Combat Team, 1st Infantry Division",Other,(302) 555-1323,hector.mackelvane.mil@example.mil,02/02/2009,W5TEG5~H.MACKELVANE
83C83DA8BA2F58581372B25E504346CB,EA2,,03/28/2008 12:56:43,03/28/2008 12:56:43,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,WJNVDP~s.abernook,Steven Abernook,2LT,WJNVDP,WPBSDA,4th Psychological Operations Group (Airborne),Property Book Officer,(540) 555-1040,steven.abernook.mil@example.mil,03/28/2008,WJNVDP~S.ABERNOOK
5A8995AC25F5B6E47125F0A4877FE77D,EA6,,03/27/2004 16:24:14,03/27/2004 16:24:14,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,WJMJXA~s.fennimark,Steven Fennimark,MSG,WJMJXA,W4RSJA,35th Air Defense Artillery Brigade,Executive Officer,(856) 555-1642,steven.fennimark.mil@example.mil,03/27/2004,WJMJXA~S.FENNIMARK
50791D0A3418115DCF089998B3FDBE41,EAA,,08/17/2024 13:09:36,08/17/2024 13:09:36,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,WFC6YB~c.castellanos,Charles Castellanos,1SG,WFC6YB,WGRMU0,3rd Cavalry Regiment,Unit Commander,(410) 555-1018,charles.castellanos.mil@example.mil,08/17/2024,WFC6YB~C.CASTELLANOS
FE8C6E96F9E256E021666D3215B4CCA8,EAE,,06/22/2026 15:26:49,06/22/2026 15:26:49,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,WLJR6V~s.reyes,Sandra Reyes-Almonte,MSG,WLJR6V,WZFPDA,U.S. Army Communications-Electronics Command,Protocol Officer,(717) 555-1530,sandra.reyes.mil@example.mil,06/22/2026,WLJR6V~S.REYES
C1D250D277CB43D1FB0E9B0AB5443049,EB2,,01/04/2022 13:51:12,01/04/2022 13:51:12,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,WZMAN8~p.norquist,Patricia Norquist,1SG,WZMAN8,WDM3SA,116th Infantry Brigade Combat Team (Virginia Army National Guard),Property Book Officer,(703) 555-1332,patricia.norquist.mil@example.mil,01/04/2022,WZMAN8~P.NORQUIST
266F28CB9D33C0975DE422FCB87E2938,EB6,,03/03/2011 07:05:01,03/03/2011 07:05:01,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,WHU4WF~m.norquist,Michael Norquist,CPT,WHU4WF,WFAB70,"2nd Brigade Combat Team, 82nd Airborne Division",S4,(856) 555-1241,michael.norquist.mil@example.mil,03/03/2011,WHU4WF~M.NORQUIST
C9CB25682D0FB1A9C57F931B9853A38E,EBA,,11/15/2010 16:23:55,11/15/2010 16:23:55,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,WV7HV8~d.mackelvane,David Mackelvane,MSG,WV7HV8,WEKSBA,101st Combat Aviation Brigade,Unit Commander,(302) 555-1991,david.mackelvane.mil@example.mil,11/15/2010,WV7HV8~D.MACKELVANE
76AE925B7CC4B19A464FCF872969904E,EBE,,09/06/2009 09:55:27,09/06/2009 09:55:27,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,,W9P3AU~n.ellingboe,Norman Ellingboe,CPT,W9P3AU,W18MTA,Cyber Center of Excellence,Supply Sergeant,(302) 555-1548,norman.ellingboe.mil@example.mil,09/06/2009,W9P3AU~N.ELLINGBOE
93D68876B602E2CB110698B1303D58CD,EC2,,07/22/2006 13:32:30,07/22/2006 13:32:30,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,WW0RPQ~a.villanueva,Andre Villanueva-Cox,2LT,WW0RPQ,WKYUF0,42nd Infantry Division (New York Army National Guard),Other,(484) 555-1869,andre.villanueva.mil@example.mil,07/22/2006,WW0RPQ~A.VILLANUEVA
5B338163DDAD3CB475CC340B352B0C9E,EC6,,01/14/2026 14:34:32,01/14/2026 14:34:32,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,WFC6YB~a.izquierdo,Anthony Izquierdo,SFC,WFC6YB,WGRMU0,3rd Cavalry Regiment,Unit Commander,(267) 555-1121,anthony.izquierdo.mil@example.mil,01/14/2026,WFC6YB~A.IZQUIERDO
16379FF99E284558C9DC80128412939F,ECA,,09/27/2022 12:43:15,09/27/2022 12:43:15,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,W3JPW6~k.guajardo,Kevin Guajardo,SGT,W3JPW6,WQDL80,"2nd Armored Brigade Combat Team, 1st Cavalry Division",S4,(410) 555-1604,kevin.guajardo.mil@example.mil,09/27/2022,W3JPW6~K.GUAJARDO
885B7FA551E0CD42351541A442A03492,ECE,,10/15/2004 10:28:22,10/15/2004 10:28:22,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,WJNVDP~r.yarrowdale,Ralph Yarrowdale,GS-09,WJNVDP,WPBSDA,4th Psychological Operations Group (Airborne),Property Book Officer,(410) 555-1046,ralph.yarrowdale.mil@example.mil,10/15/2004,WJNVDP~R.YARROWDALE
20C80116ADD510A0F0EBF880A09A142F,ED2,,09/22/2010 10:59:41,09/22/2010 10:59:41,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,W3JPW6~t.figueroa,Terrence Figueroa-Paz,CPT,W3JPW6,WQDL80,"2nd Armored Brigade Combat Team, 1st Cavalry Division",Property Book Officer,(703) 555-1492,terrence.figueroa.mil@example.mil,09/22/2010,W3JPW6~T.FIGUEROA
67D74B0C82FB922599D372F3722FB76F,ED6,,08/14/2016 13:04:18,08/14/2016 13:04:18,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,W6JHJN~s.galbreath,Steven Galbreath,MSG,W6JHJN,WFYRRA,807th Medical Command (Deployment Support) (Army Reserve),Supply Sergeant,(267) 555-1853,steven.galbreath.mil@example.mil,08/14/2016,W6JHJN~S.GALBREATH
196470009198992A6B527EDB3E107368,EDA,,05/23/2020 10:17:49,05/23/2020 10:17:49,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,WBM3V6~e.northway,Evelyn Northway,MSG,WBM3V6,W8PC8A,"3rd Infantry Brigade Combat Team, 25th Infantry Division",Property Book Officer,(267) 555-1675,evelyn.northway.mil@example.mil,05/23/2020,WBM3V6~E.NORTHWAY
D7E1FD3A822E17C416AB6D1F309A44DB,EDE,,01/08/2012 08:14:03,01/08/2012 08:14:03,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,WWQWYR~p.ahlquist,Patricia Ahlquist-Bane,1LT,WWQWYR,WZW010,173rd Airborne Brigade,S4,(302) 555-1293,patricia.ahlquist.mil@example.mil,01/08/2012,WWQWYR~P.AHLQUIST
7DC734A658B1B95DFC5C00F1E96F921C,EE2,,07/13/2006 14:16:27,07/13/2006 14:16:27,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,,WJW2AJ~a.lindquarry,Andre Lindquarry,MSG,WJW2AJ,WEN32A,13th Armored Corps Sustainment Command,S4,(610) 555-1167,andre.lindquarry.mil@example.mil,07/13/2006,WJW2AJ~A.LINDQUARRY
FF8CF0C851EB5D1EEEC471DB5329C672,EE6,,02/05/2005 13:54:46,02/05/2005 13:54:46,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,,WVE4QZ~n.villanueva,Nancy Villanueva-Cox,SSG,WVE4QZ,WCE510,I Corps Headquarters and Headquarters Battalion,Executive Officer,(302) 555-1988,nancy.villanueva.mil@example.mil,02/05/2005,WVE4QZ~N.VILLANUEVA
F006695067303A39134D170A7B3F8E76,EEA,,08/12/2013 08:28:17,08/12/2013 08:28:17,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,,WG43NM~c.yarrowdale,Carlos Yarrowdale,1SG,WG43NM,W5XU10,20th Engineer Brigade (Combat) (Airborne),Unit Commander,(540) 555-1833,carlos.yarrowdale.mil@example.mil,08/12/2013,WG43NM~C.YARROWDALE
B0041C97D26D1364AD30CA8F7A201C75,EEE,,12/28/2019 17:05:40,12/28/2019 17:05:40,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,WS0W7Z~h.wexcombe,Heather Wexcombe,CPT,WS0W7Z,W3SE1A,V Corps Headquarters and Headquarters Battalion,Protocol Officer,(410) 555-1574,heather.wexcombe.mil@example.mil,12/28/2019,WS0W7Z~H.WEXCOMBE
17AEEF3DC017DF4F70CC7B8CF41107F7,EF2,,09/27/2023 08:45:37,09/27/2023 08:45:37,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,WUB92Z~k.thornbury,Karen Thornbury,SGT,WUB92Z,WJ25M0,U.S. Army Forces Command,Unit Commander,(703) 555-1048,karen.thornbury.mil@example.mil,09/27/2023,WUB92Z~K.THORNBURY
862C32B619AA479828C576568C3BE756,EF6,,12/23/2014 12:04:45,12/23/2014 12:04:45,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,,WAY862~p.vanterpool,Patricia Vanterpool,2LT,WAY862,WZV67A,12th Combat Aviation Brigade,Executive Officer,(302) 555-1039,patricia.vanterpool.mil@example.mil,12/23/2014,WAY862~P.VANTERPOOL
970A4556D5365926D5BDBDD3DBDEC8FF,EFA,,10/03/2017 17:50:25,10/03/2017 17:50:25,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,W76JJS~e.hargreave,Earl Hargreave,CPT,W76JJS,WXS5QA,160th Special Operations Aviation Regiment (Airborne),Protocol Officer,(215) 555-1250,earl.hargreave.mil@example.mil,10/03/2017,W76JJS~E.HARGREAVE
3FD2539B0C854FE20BD0B974183F9DC1,EFE,,12/29/2014 12:48:18,12/29/2014 12:48:18,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,WTM604~c.drakeford,Carlos Drakeford,CW2,WTM604,W85WKA,U.S. Army Training and Doctrine Command,Property Book Officer,(856) 555-1608,carlos.drakeford.mil@example.mil,12/29/2014,WTM604~C.DRAKEFORD
B371C933E1B9065F8E61BC6D8BBBA415,F02,,11/20/2019 10:32:27,11/20/2019 10:32:27,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,WMPNRL~m.yeardley,Matthew Yeardley,GS-09,WMPNRL,W634H0,"1st Stryker Brigade Combat Team, 2nd Infantry Division",Protocol Officer,(484) 555-1661,matthew.yeardley.mil@example.mil,11/20/2019,WMPNRL~M.YEARDLEY
12E9CF5AA112FBC93CC86CA889880D0C,F06,,08/19/2026 14:10:55,08/19/2026 14:10:55,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,WN4V1D~b.jankowitz,Barbara Jankowitz,SFC,WN4V1D,WW92EA,34th Infantry Division (Minnesota Army National Guard),Property Book Officer,(610) 555-1784,barbara.jankowitz.mil@example.mil,08/19/2026,WN4V1D~B.JANKOWITZ
68787AD7AEFC30990716D6F7E59280F9,F0A,,07/06/2017 17:45:44,07/06/2017 17:45:44,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,WLFTTS~d.hinojosa,Dorothy Hinojosa-Mata,1SG,WLFTTS,WYSH30,5th Special Forces Group (Airborne),Executive Officer,(717) 555-1002,dorothy.hinojosa.mil@example.mil,07/06/2017,WLFTTS~D.HINOJOSA
15058E4C02A1730839217F45A36F53DC,F0E,,05/17/2013 13:42:16,05/17/2013 13:42:16,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,WBM3V6~b.palomares,Brandon Palomares,SFC,WBM3V6,W8PC8A,"3rd Infantry Brigade Combat Team, 25th Infantry Division",Protocol Officer,(410) 555-1577,brandon.palomares.mil@example.mil,05/17/2013,WBM3V6~B.PALOMARES
0323DA108B33A1C920CEA8640D4ABD92,F12,,12/30/2017 14:49:39,12/30/2017 14:49:39,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,WK5WLH~n.hollinbeck,Nicole Hollinbeck,CPT,WK5WLH,W8Z4NA,U.S. Army Band 'Pershing's Own',Other,(215) 555-1019,nicole.hollinbeck.mil@example.mil,12/30/2017,WK5WLH~N.HOLLINBECK
12F4453F641E0CA88B8D41F9B11977BA,F16,,12/24/2015 10:28:23,12/24/2015 10:28:23,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,WZMAN8~m.ahlquist,Mary Ahlquist-Bane,GS-11,WZMAN8,WDM3SA,116th Infantry Brigade Combat Team (Virginia Army National Guard),S4,(302) 555-1926,mary.ahlquist.mil@example.mil,12/24/2015,WZMAN8~M.AHLQUIST
3F9E69D0AC600D2A961BB83488BB4F86,F1A,,01/13/2014 07:14:53,01/13/2014 07:14:53,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,WTXVTW~a.reyes,Angela Reyes-Almonte,CPT,WTXVTW,W04SMA,2nd Cavalry Regiment,Executive Officer,(856) 555-1919,angela.reyes.mil@example.mil,01/13/2014,WTXVTW~A.REYES
A99ED8BD1D1EE3148D6BFCFA46B64C2E,F1E,,09/24/2004 16:37:59,09/24/2004 16:37:59,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,WGHC22~s.yellowley,Susan Yellowley,GS-09,WGHC22,WQB57A,"2nd Stryker Brigade Combat Team, 2nd Infantry Division",Other,(540) 555-1218,susan.yellowley.mil@example.mil,09/24/2004,WGHC22~S.YELLOWLEY
E561BEC7FDBA8EA262002E4B1F9DD4F2,F22,,01/12/2026 10:36:38,01/12/2026 10:36:38,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,W8YAN7~m.hollinbeck,Mary Hollinbeck,MSG,W8YAN7,W65260,"3rd Armored Brigade Combat Team, 4th Infantry Division",Property Book Officer,(410) 555-1261,mary.hollinbeck.mil@example.mil,01/12/2026,W8YAN7~M.HOLLINBECK
CA000F286C027BFFADD8A2AE741D153C,F26,,07/24/2017 07:27:36,07/24/2017 07:27:36,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,WK6Q1Y~e.oakhurst,Ernesto Oakhurst-Pell,CW2,WK6Q1Y,WTA8D0,"3rd Battalion, 75th Ranger Regiment",Unit Commander,(717) 555-1845,ernesto.oakhurst.mil@example.mil,07/24/2017,WK6Q1Y~E.OAKHURST
5AEB4F2C1B260B30FEBC5EFD96A6755D,F2A,,04/14/2019 13:24:12,04/14/2019 13:24:12,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,WHVUZQ~j.underhill,Jeffrey Underhill-Voss,MAJ,WHVUZQ,WB6EMA,Fires Center of Excellence,S4,(717) 555-1156,jeffrey.underhill.mil@example.mil,04/14/2019,WHVUZQ~J.UNDERHILL
16C699046C3F37592C5105E33F63A343,F2E,,08/23/2022 09:24:50,08/23/2022 09:24:50,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,W53EJL~j.mackelvane,James Mackelvane,SFC,W53EJL,WTDFEA,U.S. Army Sustainment Command,Executive Officer,(302) 555-1308,james.mackelvane.mil@example.mil,08/23/2022,W53EJL~J.MACKELVANE
82D72F9EE587D43B9C87DCAB3F0AF475,F32,,01/10/2023 10:25:55,01/10/2023 10:25:55,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,WN4V1D~l.templeton,Luis Templeton-Ash,MSG,WN4V1D,WW92EA,34th Infantry Division (Minnesota Army National Guard),Unit Commander,(215) 555-1591,luis.templeton.mil@example.mil,01/10/2023,WN4V1D~L.TEMPLETON
5FB260F4E97E4A5A83FD0ADD382714DE,F36,,12/14/2022 13:51:54,12/14/2022 13:51:54,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,WX4KEC~d.hargreave,David Hargreave,MAJ,WX4KEC,WFWE4A,"1st Brigade Combat Team, 101st Airborne Division (Air Assault)",Supply Sergeant,(267) 555-1908,david.hargreave.mil@example.mil,12/14/2022,WX4KEC~D.HARGREAVE
5A73174CD4121029E8AA33C1239E1E86,F3A,,06/21/2008 17:59:44,06/21/2008 17:59:44,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,,WLFTTS~b.vosburgh,Barbara Vosburgh,SSG,WLFTTS,WYSH30,5th Special Forces Group (Airborne),Unit Commander,(717) 555-1417,barbara.vosburgh.mil@example.mil,06/21/2008,WLFTTS~B.VOSBURGH
C0EBD2387AD401F34202812F4B7A5B8D,F3E,,12/15/2019 10:40:00,12/15/2019 10:40:00,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,WYD5U9~v.quimbley,Virginia Quimbley,GS-11,WYD5U9,W9ZVP0,1st Air Cavalry Brigade,Protocol Officer,(215) 555-1480,virginia.quimbley.mil@example.mil,12/15/2019,WYD5U9~V.QUIMBLEY
6802E0D2C306D999EA9C86B890111FAC,F42,,07/04/2025 15:53:49,07/04/2025 15:53:49,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,WSL7SS~e.galbreath,Earl Galbreath,GS-11,WSL7SS,W72TJ0,32nd Army Air and Missile Defense Command,Other,(540) 555-1100,earl.galbreath.mil@example.mil,07/04/2025,WSL7SS~E.GALBREATH
