UNID,NoteID,ParentUNID,Created,Modified,LastUpdatedBy,Attachments,DocumentNumber,Status,DODAAC,UIC,UnitName,RPD,SignalCode,FundCode,ProjectCode,SupplementaryAddress,RequestType,RequiredDeliveryDate,ShipToDODAAC,ShipToName,ShipToAddress1,ShipToAddress2,ShipToCity,ShipToState,ShipToZIP,Justification,JustificationText,LineCount,TotalValue,EnteredDate,EnteredBy,SubmittedDate,ReviewedBy,ApprovedDate,VendorKey,VendorName,ReleasedDate,ReleasedBy,EstimatedShipDate,CancelReason,CancelledDate,CancelledBy,StatusHistory,DocReaders,DocAuthors,Priority,LastModifiedBy,LastModifiedDate,StatusInquiryKey,RequesterName,RequesterRank,RequesterRole,RequesterPhone,RequesterEmail
1E74AE2FC32A074995D174CA024DF7E9,112E,,05/21/2026 13:59:52,06/06/2026 00:59:52,CN=Ret Hamlin/OU=CHPSID/O=TACOM,DD1348-6_WM0U6T61417314.pdf,WM0U6T61417314,Released to Vendor,WM0U6T,W46N00,101st Airborne Division Sustainment Brigade,06,J,6B,,,Distinguishing Flag,08/19/2026,WM0U6T,101st Airborne Division Sustainment Brigade,"Bldg 7118, Supply",Fort Campbell,Fort Campbell,KY,86628,Unit activation,Request distinguishing flag items for 101st Airborne Division Sustainment Brigade. Unit reflagged per HQDA order.,4,1201.51,05/21/2026,CN=Clarence Stanwycke/OU=Units/O=Army,05/24/2026 14:59:52,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,05/31/2026 22:59:52,2VLY8,Valley Forge Regalia Co.,06/06/2026 00:59:52,CN=Ret Hamlin/OU=CHPSID/O=TACOM,08/20/2026,,,,05/21/2026 13:59 | (new) -> Draft | Clarence Stanwycke;05/24/2026 14:59 | Draft -> Submitted | Clarence Stanwycke;05/26/2026 18:59 | Submitted -> Under Review | Theodore Blankenship;05/31/2026 22:59 | Under Review -> Approved | Theodore Blankenship;06/06/2026 00:59 | Approved -> Released to Vendor | Ret Hamlin,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;2VLY8,[TACOM];[Admin],Routine,CN=Ret Hamlin/OU=CHPSID/O=TACOM,06/06/2026 00:59:52,WM0U6T61417314|WM0U6T|W46N00,Clarence Stanwycke,SFC,Protocol Officer,(302) 555-1716,clarence.stanwycke.mil@example.mil
172E9B51B92A25EDE2261EFE435B9168,1142,,02/10/2022 12:27:31,05/27/2022 04:27:31,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,,WGPVZG20411804,Complete,WGPVZG,W5T4LA,1st Information Operations Command (Land),05,A,2C,HER,WGMVLT,Mixed,06/10/2022,WGMVLT,"2nd Stryker Brigade Combat Team, 4th Infantry Division","Bldg 9988, HQ",Fort Carson,Fort Carson,CO,19687,Reflagging,Request mixed items for 1st Information Operations Command (Land). Ceremony scheduled; items required on hand 30 days prior.,6,3183.65,02/10/2022,CN=Timothy Nakashima/OU=Units/O=Army,02/13/2022 14:27:31,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,02/24/2022 14:27:31,2VLY8,Valley Forge Regalia Co.,02/28/2022 14:27:31,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,03/30/2022,,,,02/10/2022 12:27 | (new) -> Draft | Timothy Nakashima;02/13/2022 14:27 | Draft -> Submitted | Timothy Nakashima;02/18/2022 14:27 | Submitted -> Under Review | Lorraine Whitcombe;02/24/2022 14:27 | Under Review -> Approved | Lorraine Whitcombe;02/28/2022 14:27 | Approved -> Released to Vendor | Lorraine Whitcombe;03/11/2022 20:27 | Released to Vendor -> In Production | Vendor Portal;05/09/2022 02:27 | In Production -> Shipped | Vendor Portal;05/27/2022 04:27 | Shipped -> Complete | Theodore Blankenship,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;2VLY8,[TACOM];[Admin],Expedite,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,05/27/2022 04:27:31,WGPVZG20411804|WGPVZG|W5T4LA,Timothy Nakashima,MAJ,S4,(302) 555-1006,timothy.nakashima.mil@example.mil
32ADD8B9CE854490632D48BCA3A93A6C,115E,,03/17/2026 14:24:14,03/28/2026 18:24:14,CN=Ret Hamlin/OU=CHPSID/O=TACOM,DD1348-6_WYD5U960761688.pdf;Justification_WYD5U960761688.docx,WYD5U960761688,Approved,WYD5U9,W9ZVP0,1st Air Cavalry Brigade,09,B,6A,,,Mixed,09/13/2026,WYD5U9,1st Air Cavalry Brigade,"Bldg 3495, HQ",Fort Hood,Fort Hood,TX,50111,Lineage and honors update,Request mixed items for 1st Air Cavalry Brigade. Unit reflagged per HQDA order.,3,2901.85,03/17/2026,CN=Elizabeth Sallisaw/OU=Units/O=Army,03/18/2026 14:24:14,CN=Ret Hamlin/OU=CHPSID/O=TACOM,03/28/2026 18:24:14,,,,,,,,,03/17/2026 14:24 | (new) -> Draft | Elizabeth Sallisaw;03/18/2026 14:24 | Draft -> Submitted | Elizabeth Sallisaw;03/25/2026 17:24 | Submitted -> Under Review | Ret Hamlin;03/28/2026 18:24 | Under Review -> Approved | Ret Hamlin,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;DODAAC-WYD5U9;CN=Elizabeth Sallisaw/OU=Units/O=Army,CN=Elizabeth Sallisaw/OU=Units/O=Army;[TACOM],Routine,CN=Ret Hamlin/OU=CHPSID/O=TACOM,03/28/2026 18:24:14,WYD5U960761688|WYD5U9|W9ZVP0,Elizabeth Sallisaw,CPT,Supply Sergeant,(267) 555-1887,elizabeth.sallisaw.mil@example.mil
27D9C6765F0302444D42E2F3A3416889,116E,,11/27/2017 12:44:49,02/01/2018 07:44:49,CN=Vendor Portal/O=Liberty Colors LLC,,W1UU2773312930,Shipped,W1UU27,WDJYCA,"1st Stryker Brigade Combat Team, 1st Armored Division",15,A,6A,,WS0W7Z,Distinguishing Flag,02/25/2018,WS0W7Z,V Corps Headquarters and Headquarters Battalion,"Bldg 1800, HQ",Fort Knox,Fort Knox,KY,71254,Unit activation,"Request distinguishing flag items for 1st Stryker Brigade Combat Team, 1st Armored Division. Existing items unserviceable due to fading and fraying.",1,409.50,11/27/2017,CN=Dorothy Wickersham/OU=Units/O=Army,12/01/2017 14:44:49,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,12/13/2017 20:44:49,1CLR7,Liberty Colors LLC,12/20/2017 22:44:49,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,03/05/2018,,,,11/27/2017 12:44 | (new) -> Draft | Dorothy Wickersham;12/01/2017 14:44 | Draft -> Submitted | Dorothy Wickersham;12/10/2017 14:44 | Submitted -> Under Review | Dwayne Petrakis;12/13/2017 20:44 | Under Review -> Approved | Dwayne Petrakis;12/20/2017 22:44 | Approved -> Released to Vendor | Dwayne Petrakis;01/09/2018 04:44 | Released to Vendor -> In Production | Vendor Portal;02/01/2018 07:44 | In Production -> Shipped | Vendor Portal,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;1CLR7,[TACOM];[Admin],Routine,CN=Vendor Portal/O=Liberty Colors LLC,02/01/2018 07:44:49,W1UU2773312930|W1UU27|WDJYCA,Dorothy Wickersham,MSG,Executive Officer,(302) 555-1918,dorothy.wickersham.mil@example.mil
D31E7C25C2D0B5C5262E1EA84DC5F2B3,1176,,08/06/2007 10:05:45,09/27/2007 06:05:45,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,WSPEAM72187330,completed,WSPEAM,WLS87A,4th Infantry Division Sustainment Brigade,15,A,2B,9GU,,Distinguishing Flag,11/04/2007,WSPEAM,4th Infantry Division Sustainment Brigade,"Bldg 8512, S4",Fort Carson,Fort Carson,CO,36717,Unit activation,Request distinguishing flag items for 4th Infantry Division Sustainment Brigade. Streamers authorized per CMH lineage and honors certificate dated 03/05/2006.,4,1538.78,08/06/2007,CN=Marcus Maldonado-Vega/OU=Units/O=Army,08/07/2007 10:05:45,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,08/20/2007 15:05:45,3SRF2,Sew-Rite Flag Company,08/24/2007 21:05:45,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,10/08/2007,,,,08/06/2007 10:05 | (new) -> Draft | Marcus Maldonado-Vega;08/07/2007 10:05 | Draft -> Submitted | Marcus Maldonado-Vega;08/14/2007 11:05 | Submitted -> Under Review | Dwayne Petrakis;08/20/2007 15:05 | Under Review -> Approved | Dwayne Petrakis;08/24/2007 21:05 | Approved -> Released to Vendor | Dwayne Petrakis;08/28/2007 03:05 | Released to Vendor -> In Production | Vendor Portal;09/17/2007 04:05 | In Production -> Shipped | Vendor Portal;09/27/2007 06:05 | Shipped -> Complete | Ret Hamlin,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;3SRF2,[TACOM];[Admin],Routine,CN=Ret Hamlin/OU=CHPSID/O=TACOM,09/27/2007 06:05:45,WSPEAM72187330|WSPEAM|WLS87A,Marcus Maldonado-Vega,SFC,S4,(267) 555-1246,marcus.maldonado.mil@example.mil
B506A0BF78423AE8AFE789E80594DDA2,118A,,03/04/2021 17:26:12,06/11/2021 19:26:12,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,,W4FZXV10631123,Complete,W4FZXV,WU0RUA,U.S. Army Special Operations Command,06,B,6A,3AZ,,Guidon,08/31/2021,W4FZXV,U.S. Army Special Operations Command,"Bldg 6479, Property Book Office",Fort Bragg,Fort Bragg,NC,94416,Lineage and honors update,Request guidon items for U.S. Army Special Operations Command. Streamers authorized per CMH lineage and honors certificate dated 04/25/2010.,2,703.18,03/04/2021,CN=Daniel Wexcombe/OU=Units/O=Army,03/05/2021 21:26:12,CN=Ret Hamlin/OU=CHPSID/O=TACOM,03/21/2021 08:26:12,5KSB9,Keystone Banner Works,03/26/2021 14:26:12,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,06/09/2021,,,,03/04/2021 17:26 | (new) -> Draft | Daniel Wexcombe;03/05/2021 21:26 | Draft -> Submitted | Daniel Wexcombe;03/09/2021 02:26 | Submitted -> Under Review | Ret Hamlin;03/21/2021 08:26 | Under Review -> Approved | Ret Hamlin;03/26/2021 14:26 | Approved -> Released to Vendor | Lorraine Whitcombe;04/14/2021 14:26 | Released to Vendor -> In Production | Vendor Portal;06/02/2021 18:26 | In Production -> Shipped | Vendor Portal;06/11/2021 19:26 | Shipped -> Complete | Theodore Blankenship,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;5KSB9,[TACOM];[Admin],Routine,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,06/11/2021 19:26:12,W4FZXV10631123|W4FZXV|WU0RUA,Daniel Wexcombe,GS-09,Protocol Officer,(610) 555-1883,daniel.wexcombe.mil@example.mil
7791136A6CC19307D5C51DAC643EA1F9,1196,,08/30/2013 13:36:21,11/27/2013 10:36:21,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,,WAWUE232426550,Complete,WAWUE2,WB489A,11th Air Defense Artillery Brigade,15,A,2C,3AH,,Guidon,12/28/2013,WAWUE2,11th Air Defense Artillery Brigade,"Bldg 3713, S4",Fort Bliss,Fort Bliss,TX,42396,Retirement ceremony,Request guidon items for 11th Air Defense Artillery Brigade. Existing items unserviceable due to fading and fraying.,1,511.80,08/30/2013,CN=Howard Stanwycke/OU=Units/O=Army,08/31/2013 17:36:21,CN=Ret Hamlin/OU=CHPSID/O=TACOM,09/12/2013 19:36:21,2VLY8,Valley Forge Regalia Co.,09/20/2013 00:36:21,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,12/19/2013,,,,08/30/2013 13:36 | (new) -> Draft | Howard Stanwycke;08/31/2013 17:36 | Draft -> Submitted | Howard Stanwycke;09/06/2013 18:36 | Submitted -> Under Review | Ret Hamlin;09/12/2013 19:36 | Under Review -> Approved | Ret Hamlin;09/20/2013 00:36 | Approved -> Released to Vendor | Lorraine Whitcombe;10/09/2013 04:36 | Released to Vendor -> In Production | Vendor Portal;11/16/2013 07:36 | In Production -> Shipped | Vendor Portal;11/27/2013 10:36 | Shipped -> Complete | Theodore Blankenship,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;2VLY8,[TACOM];[Admin],Routine,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,11/27/2013 10:36:21,WAWUE232426550|WAWUE2|WB489A,Howard Stanwycke,CW2,Property Book Officer,(703) 555-1485,howard.stanwycke.mil@example.mil
5C21423E6E66C13EF751F9DCDCBAB2F1,119E,,02/17/2026 10:06:59,02/19/2026 15:06:59,CN=Sandra Jarvinen-Roe/OU=Units/O=Army,,WH9EE860485119,Submitted,WH9EE8,WRD9YA,1st Armored Division Headquarters and Headquarters Battalion,15,J,2A,3AH,,Automobile Flag,04/18/2026,WH9EE8,1st Armored Division Headquarters and Headquarters Battalion,"Bldg 4090, S4",Fort Bliss,Fort Bliss,TX,25475,Lineage and honors update,Request automobile flag items for 1st Armored Division Headquarters and Headquarters Battalion. Unit reflagged per HQDA order.,1,122.40,02/17/2026,CN=Sandra Jarvinen-Roe/OU=Units/O=Army,02/19/2026 15:06:59,,,,,,,,,,,02/17/2026 10:06 | (new) -> Draft | Sandra Jarvinen-Roe;02/19/2026 15:06 | Draft -> Submitted | Sandra Jarvinen-Roe,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;DODAAC-WH9EE8;CN=Sandra Jarvinen-Roe/OU=Units/O=Army,CN=Sandra Jarvinen-Roe/OU=Units/O=Army;[TACOM],Routine,CN=Sandra Jarvinen-Roe/OU=Units/O=Army,02/19/2026 15:06:59,WH9EE860485119|WH9EE8|WRD9YA,Sandra Jarvinen-Roe,SSG,Property Book Officer,(856) 555-1396,sandra.jarvinen.mil@example.mil
68CC3DB10F154A0D9AF45D81A8CC9AF2,11A6,,04/21/2008 10:27:09,07/18/2008 22:27:09,CN=Ret Hamlin/OU=CHPSID/O=TACOM,DD1348-6_W3HFA381126499.pdf,W3HFA381126499,Complete,W3HFA3,W4PPHA,28th Infantry Division (Pennsylvania Army National Guard),15,A,2C,HER,,Distinguishing Flag,07/20/2008,W3HFA3,28th Infantry Division (Pennsylvania Army National Guard),"Bldg 3000, HQ",Harrisburg,Harrisburg,PA,47779,Lineage and honors update,Request distinguishing flag items for 28th Infantry Division (Pennsylvania Army National Guard). Existing items unserviceable due to fading and fraying.,2,1121.22,04/21/2008,CN=Jeffrey Villanueva-Cox/OU=Units/O=Army,04/23/2008 12:27:09,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,05/12/2008 14:27:09,1K7Q3,,05/17/2008 14:27:09,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,06/16/2008,,,,04/21/2008 10:27 | (new) -> Draft | Jeffrey Villanueva-Cox;04/23/2008 12:27 | Draft -> Submitted | Jeffrey Villanueva-Cox;04/28/2008 12:27 | Submitted -> Under Review | Lorraine Whitcombe;05/12/2008 14:27 | Under Review -> Approved | Lorraine Whitcombe;05/17/2008 14:27 | Approved -> Released to Vendor | Lorraine Whitcombe;05/20/2008 14:27 | Released to Vendor -> In Production | Vendor Portal;07/04/2008 16:27 | In Production -> Shipped | Vendor Portal;07/18/2008 22:27 | Shipped -> Complete | Ret Hamlin,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;1K7Q3,[TACOM];[Admin],Routine,CN=Ret Hamlin/OU=CHPSID/O=TACOM,07/18/2008 22:27:09,W3HFA381126499|W3HFA3|W4PPHA,Jeffrey Villanueva-Cox,MAJ,Protocol Officer,(410) 555-1336,jeffrey.villanueva.mil@example.mil
46098DBCB08C79944CA71EB604DF6664,11B2,,04/15/2021 07:43:27,08/01/2021 07:43:27,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,DD1348-6_W1UU2711051190.pdf,W1UU2711051190,Complete,W1UU27,WDJYCA,"1st Stryker Brigade Combat Team, 1st Armored Division",15,B,XP,9GU,,Automobile Flag,08/13/2021,W1UU27,"1st Stryker Brigade Combat Team, 1st Armored Division","Bldg 2034, Property Book Office",Fort Bliss,Fort Bliss,TX,27696,Change of command ceremony,"Request automobile flag items for 1st Stryker Brigade Combat Team, 1st Armored Division. Ceremony scheduled; items required on hand 30 days prior.",2,220.84,04/15/2021,CN=Melissa Wickersham/OU=Units/O=Army,04/15/2021 12:43:27,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,04/26/2021 18:43:27,8BLU5,Blue Ridge Emblem Company,05/01/2021 00:43:27,CN=Ret Hamlin/OU=CHPSID/O=TACOM,06/15/2021,,,,04/15/2021 07:43 | (new) -> Draft | Melissa Wickersham;04/15/2021 12:43 | Draft -> Submitted | Melissa Wickersham;04/17/2021 14:43 | Submitted -> Under Review | Dwayne Petrakis;04/26/2021 18:43 | Under Review -> Approved | Dwayne Petrakis;05/01/2021 00:43 | Approved -> Released to Vendor | Ret Hamlin;05/15/2021 02:43 | Released to Vendor -> In Production | Vendor Portal;07/11/2021 04:43 | In Production -> Shipped | Vendor Portal;08/01/2021 07:43 | Shipped -> Complete | Theodore Blankenship,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;8BLU5,[TACOM];[Admin],Routine,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,08/01/2021 07:43:27,W1UU2711051190|W1UU27|WDJYCA,Melissa Wickersham,GS-09,Unit Commander,(540) 555-1175,melissa.wickersham.mil@example.mil
F51442EFCB4611032FB58858CECA34C9,11BE,,07/21/2009 14:10:52,09/15/2009 23:10:52,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,W3JPW640836324,Complete,WAWUE2,WB489A,11th Air Defense Artillery Brigade,09,A,6B,,,Guidon,11/18/2009,WAWUE2,11th Air Defense Artillery Brigade,"Bldg 6287, HQ",Fort Bliss,Fort Bliss,TX,79797,Replacement - unserviceable,Request guidon items for 11th Air Defense Artillery Brigade. Ceremony scheduled; items required on hand 30 days prior.,1,607.62,07/21/2009,CN=Mary Zapata-Kell/OU=Units/O=Army,07/26/2009 17:10:52,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,08/01/2009 18:10:52,2MDW7,Midwest Heraldic Arts,08/07/2009 21:10:52,CN=Ret Hamlin/OU=CHPSID/O=TACOM,09/06/2009,,,,07/21/2009 14:10 | (new) -> Draft | Mary Zapata-Kell;07/26/2009 17:10 | Draft -> Submitted | Mary Zapata-Kell;07/28/2009 17:10 | Submitted -> Under Review | Theodore Blankenship;08/01/2009 18:10 | Under Review -> Approved | Theodore Blankenship;08/07/2009 21:10 | Approved -> Released to Vendor | Ret Hamlin;08/10/2009 22:10 | Released to Vendor -> In Production | Vendor Portal;09/10/2009 23:10 | In Production -> Shipped | Vendor Portal;09/15/2009 23:10 | Shipped -> Complete | Ret Hamlin,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;2MDW7,[TACOM];[Admin],Routine,CN=Ret Hamlin/OU=CHPSID/O=TACOM,09/15/2009 23:10:52,W3JPW640836324|WAWUE2|WB489A,Mary Zapata-Kell,CPT,Protocol Officer,(540) 555-1355,mary.zapata.mil@example.mil
1C9F0D0C5F9182E4002DA18864B602AA,11C6,,01/13/2006 07:45:56,04/20/2006 09:45:56,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,DD1348-6_WSPEAM60134369.pdf,WSPEAM60134369,closed,WSPEAM,WLS87A,4th Infantry Division Sustainment Brigade,13,B,6A,3AZ,,Streamer,05/13/2006,WSPEAM,4th Infantry Division Sustainment Brigade,"Bldg 3213, Supply",Fort Carson,Fort Carson,CO,49069,Lineage and honors update,Request streamer items for 4th Infantry Division Sustainment Brigade. Ceremony scheduled; items required on hand 30 days prior.,2,334.05,01/13/2006,CN=Christopher Ahlquist-Bane/OU=Units/O=Army,01/17/2006 11:45:56,CN=Ret Hamlin/OU=CHPSID/O=TACOM,01/26/2006 17:45:56,1CLR7,Liberty Colors LLC,02/02/2006 22:45:56,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,03/19/2006,,,,01/13/2006 07:45 | (new) -> Draft | Christopher Ahlquist-Bane;01/17/2006 11:45 | Draft -> Submitted | Christopher Ahlquist-Bane;01/22/2006 17:45 | Submitted -> Under Review | Ret Hamlin;01/26/2006 17:45 | Under Review -> Approved | Ret Hamlin;02/02/2006 22:45 | Approved -> Released to Vendor | Theodore Blankenship;02/12/2006 23:45 | Released to Vendor -> In Production | Vendor Portal;04/05/2006 04:45 | In Production -> Shipped | Vendor Portal;04/20/2006 09:45 | Shipped -> Complete | Lorraine Whitcombe,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;1CLR7,[TACOM];[Admin],Routine,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,04/20/2006 09:45:56,WSPEAM60134369|WSPEAM|WLS87A,Christopher Ahlquist-Bane,CW2,Other,(267) 555-1374,christopher.ahlquist.mil@example.mil
05669E869B4864C0DB5196CEECC5C2C2,11D2,,08/25/2023 15:01:50,09/10/2023 04:01:50,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,W9GNZX32370936,Released to Vendor,W9GNZX,WRYMNA,1st Cavalry Division Sustainment Brigade,02,J,GD,3AH,,Guidon,11/23/2023,W9GNZX,1st Cavalry Division Sustainment Brigade,"Bldg 8201, S4",Fort Hood,Fort Hood,TX,43915,Retirement ceremony,Request guidon items for 1st Cavalry Division Sustainment Brigade. Existing items unserviceable due to fading and fraying.,3,841.08,08/25/2023,CN=Eugene Jessup-Kane/OU=Units/O=Army,08/26/2023 17:01:50,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,09/06/2023 02:01:50,2MDW7,Midwest Heraldic Arts,09/10/2023 04:01:50,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,12/09/2023,,,,08/25/2023 15:01 | (new) -> Draft | Eugene Jessup-Kane;08/26/2023 17:01 | Draft -> Submitted | Eugene Jessup-Kane;08/31/2023 23:01 | Submitted -> Under Review | Lorraine Whitcombe;09/06/2023 02:01 | Under Review -> Approved | Lorraine Whitcombe;09/10/2023 04:01 | Approved -> Released to Vendor | Lorraine Whitcombe,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;2MDW7,[TACOM];[Admin],Expedite,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,09/10/2023 04:01:50,W9GNZX32370936|W9GNZX|WRYMNA,Eugene Jessup-Kane,CW2,Unit Commander,(703) 555-1223,eugene.jessup.mil@example.mil
185DA904410BC53EF2F5C267BC565FB2,11DE,,05/15/2023 13:42:38,08/03/2023 13:42:38,CN=Ret Hamlin/OU=CHPSID/O=TACOM,Justification_WCTFKA31356785.docx,WCTFKA31356785,Complete,WCTFKA,W4W4FA,"1st Battalion, 75th Ranger Regiment",03,B,AB,3AZ,,Guidon,11/11/2023,WCTFKA,"1st Battalion, 75th Ranger Regiment","Bldg 5663, S4",Hunter Army Airfield,Hunter Army Airfield,GA,58978,Deployment ceremony,"Request guidon items for 1st Battalion, 75th Ranger Regiment. Ceremony scheduled; items required on hand 30 days prior.",1,399.39,05/15/2023,CN=Thomas Lindquarry/OU=Units/O=Army,05/15/2023 16:42:38,CN=Ret Hamlin/OU=CHPSID/O=TACOM,05/28/2023 01:42:38,7GRN1,Great Northern Flag & Pennant,05/31/2023 07:42:38,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,08/29/2023,,,,05/15/2023 13:42 | (new) -> Draft | Thomas Lindquarry;05/15/2023 16:42 | Draft -> Submitted | Thomas Lindquarry;05/24/2023 20:42 | Submitted -> Under Review | Ret Hamlin;05/28/2023 01:42 | Under Review -> Approved | Ret Hamlin;05/31/2023 07:42 | Approved -> Released to Vendor | Dwayne Petrakis;06/07/2023 10:42 | Released to Vendor -> In Production | Vendor Portal;07/19/2023 10:42 | In Production -> Shipped | Vendor Portal;08/03/2023 13:42 | Shipped -> Complete | Ret Hamlin,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;7GRN1,[TACOM];[Admin],Expedite,CN=Ret Hamlin/OU=CHPSID/O=TACOM,08/03/2023 13:42:38,WCTFKA31356785|WCTFKA|W4W4FA,Thomas Lindquarry,SFC,Property Book Officer,(484) 555-1915,thomas.lindquarry.mil@example.mil
B9207FFA8CA09E1C373F092A8DF31049,11E6,,01/17/2005 14:06:14,04/14/2005 09:06:14,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,WGPVZG50174554,Complete,WGPVZG,W5T4LA,1st Information Operations Command (Land),15,A,XP,3AH,WJW2AJ,Insignia,04/17/2005,WJW2AJ,13th Armored Corps Sustainment Command,"Bldg 4047, S4",Fort Hood,Fort Hood,TX,28158,Lineage and honors update,Request insignia items for 1st Information Operations Command (Land). Unit reflagged per HQDA order.,2,55.46,01/17/2005,CN=Walter Lindquarry/OU=Units/O=Army,01/20/2005 16:06:14,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,01/29/2005 23:06:14,3SRF2,Sew-Rite Flag Company,01/30/2005 04:06:14,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,04/15/2005,,,,01/17/2005 14:06 | (new) -> Draft | Walter Lindquarry;01/20/2005 16:06 | Draft -> Submitted | Walter Lindquarry;01/27/2005 21:06 | Submitted -> Under Review | Theodore Blankenship;01/29/2005 23:06 | Under Review -> Approved | Theodore Blankenship;01/30/2005 04:06 | Approved -> Released to Vendor | Dwayne Petrakis;02/10/2005 05:06 | Released to Vendor -> In Production | Vendor Portal;04/01/2005 08:06 | In Production -> Shipped | Vendor Portal;04/14/2005 09:06 | Shipped -> Complete | Dwayne Petrakis,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;3SRF2,[TACOM];[Admin],Routine,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,04/14/2005 09:06:14,WGPVZG50174554|WGPVZG|W5T4LA,Walter Lindquarry,SSG,Protocol Officer,(610) 555-1349,walter.lindquarry.mil@example.mil
79FA6F5E2CC305B1FBB8FF5C148003E7,11F2,,06/19/2018 07:19:41,09/07/2018 18:19:41,CN=Vendor Portal/O=Heraldry-Vendors,,WB6MMZ81708293,Shipped,WB6MMZ,W1PBUA,3rd Special Forces Group (Airborne),15,M,2A,3AH,,Distinguishing Flag,09/17/2018,WB6MMZ,3rd Special Forces Group (Airborne),"Bldg 9470, Supply",Fort Bragg,Fort Bragg,NC,88771,Deployment ceremony,Request distinguishing flag items for 3rd Special Forces Group (Airborne). Unit reflagged per HQDA order.,4,1791.22,06/19/2018,CN=Ruth Yellowley/OU=Units/O=Army,06/21/2018 08:19:41,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,07/08/2018 12:19:41,1K7Q3,,07/12/2018 14:19:41,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,09/10/2018,,,,06/19/2018 07:19 | (new) -> Draft | Ruth Yellowley;06/21/2018 08:19 | Draft -> Submitted | Ruth Yellowley;06/27/2018 12:19 | Submitted -> Under Review | Theodore Blankenship;07/08/2018 12:19 | Under Review -> Approved | Theodore Blankenship;07/12/2018 14:19 | Approved -> Released to Vendor | Lorraine Whitcombe;07/30/2018 18:19 | Released to Vendor -> In Production | Vendor Portal;09/07/2018 18:19 | In Production -> Shipped | Vendor Portal,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;1K7Q3,[TACOM];[Admin],Routine,CN=Vendor Portal/O=Heraldry-Vendors,09/07/2018 18:19:41,WB6MMZ81708293|WB6MMZ|W1PBUA,Ruth Yellowley,1SG,Unit Commander,(540) 555-1874,ruth.yellowley.mil@example.mil
